post_date,month,year,date_precision,article_title,article_url,status,restaurant_name,address,city,notes,source_urls,lat,lng,geocode_status
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,1930 Blake,1930 Blake Street,Denver,formerly Sports Column,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7535816,-104.9947458,ok
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,AJ’s Pit Bar-B-Q Steakhouse,81 South Pennsylvania Street,Denver,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7151394,-104.9815905,ok
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,Alpine Dog,1308 East 17th Avenue,Denver,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7430474,-104.9706120,ok
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,Ana’s Norwegian Bakeri,"6770 South Yosemite Street, Centennial, and 918 16th Street Mall",Denver,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,,,no_result
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,Avelina,1550 17th Street,Denver,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7516780,-104.9989398,ok
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,Baba & Pop’s Pierogi,9945 East Colfax Avenue,Aurora,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7402906,-104.8723491,ok
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,Benny Blanco’s,616 East 13th Avenue,Denver,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7367895,-104.9793986,ok
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,Bistro LeRoux,1510 16th Street Mall,Denver,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7488250,-104.9970324,ok
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,The Blue Fish Denver,1607 Wewatta Street,Denver,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7537514,-105.0023035,ok
2025-01-01,January,2025,month,Restaurant Roll Call: Every Opening and Closing in 2024,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,closed,Blush & Blu,1526 East Colfax Avenue,Denver,,https://www.westword.com/food-drink/every-denver-restaurant-opening-and-closing-2024-22947294/,39.7398739,-104.9690668,ok
